contexto;zona;preguntaActual;opcional;maxPicks;alcanzable;posicion;glosa;textoTarjeta;significado;funcionEnsamblador;camposZona;pasaFiltroSinListaBlanca;despachoUI;veredicto;destino;motivo;preguntasBanco;avatar
otro;relato;¿Qué presenció o desea declarar?;False;1;True;7;EXPLICAR;EXPLICAR;Explicar;action;free_text;True;selección directa;invalida;;acto de relatar, sin contenido;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;8;EMPEZAR;EMPEZAR;Empezar;action;free_text;True;selección directa;invalida;;acto de relatar, sin contenido;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;9;AUMENTAR;AUMENTAR;Aumentar;action;free_text;True;selección directa;mover;I.DECL.AGREGAR_INFORMACION;I.DECL.AGREGAR_INFORMACION;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;10;ARREGLAR;ARREGLAR;Arreglar;action;free_text;True;selección directa;mover;I.DECL.CORREGIR;I.DECL.CORREGIR;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;persona;¿A quién observó durante el hecho?;False;1;True;1;HOMBRE;HOMBRE;Hombre;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;;Q.PER.OBSERVADA;placeholder
otro;persona;¿A quién observó durante el hecho?;False;1;True;2;MUJER;MUJER;Mujer;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;;Q.PER.OBSERVADA;placeholder
otro;persona;¿A quién observó durante el hecho?;False;1;True;3;JOVEN;JOVEN;Joven;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";mover;Q.PER.DESC.EDAD;Q.PER.DESC.EDAD;Q.PER.OBSERVADA;placeholder
otro;persona;¿A quién observó durante el hecho?;False;1;True;4;ADULTO;ADULTO;Adulto;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";mover;Q.PER.DESC.EDAD;Q.PER.DESC.EDAD;Q.PER.OBSERVADA;placeholder
otro;persona;¿A quién observó durante el hecho?;False;1;True;5;LADRÓN;LADRÓN/A;Ladrón/a;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;;Q.PER.OBSERVADA;placeholder
otro;persona;¿A quién observó durante el hecho?;False;1;True;6;CONOCER;CONOCIDO;Conocido;action;person;False;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";mover;Q.PER.CONOCE;Q.PER.CONOCE;Q.PER.OBSERVADA;placeholder
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;1;SORDO;SORDO;Sordo;participant;polarity|free_text;True;selección directa;mover;Q.ACC.SORDO;Q.ACC.SORDO;Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;placeholder
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;2;LEER;LEER;Leer;action;polarity|free_text;True;selección directa;mover;Q.ACC.LECTURA;Q.ACC.LECTURA;Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;placeholder
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;3;POCO;POCO;Poco;trait;polarity|free_text;True;selección directa;modificador;;LEER POCO;Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;placeholder
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;4;INTÉRPRETE;INTÉRPRETE;Intérprete;service;polarity|free_text;True;selección directa;valida;;;Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;placeholder
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;5;LENTO;LENTO;Lento;trait;polarity|free_text;True;selección directa;valida;;;Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;placeholder
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;6;POR_FAVOR;POR FAVOR;Por favor;marker;polarity|free_text;True;selección directa;modificador;;;Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;placeholder
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;7;COMPRENDER;COMPRENDER;Comprender;marker;polarity|free_text;True;selección directa;valida;;con NO = «no entiendo»;Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;placeholder
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;8;GRACIAS;GRACIAS;Gracias;marker;polarity|free_text;True;selección directa;invalida;;cortesía, no aclaración;Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;declarada_en_resolutor
otro;acceso;¿Necesita aclaraciones o intérprete?;False;1;True;9;ESTAR_DE_ACUERDO;ESTAR DE ACUERDO;Estar de acuerdo;marker;polarity|free_text;True;selección directa;invalida;;conformidad fuera de lugar (solo Q.SEG.CONFORMIDAD);Q.ACC.COMPRENSION|Q.ACC.INTERPRETE;placeholder
