pregunta;dominio;formulacion;control;campos;modo;recorridos;nodos;opcion;etiqueta;glosas;acepcionNucleo;estado;salida;editor;frase;fraseSinValor;sinSena;rutas
Q.RIE.PROTECCION_OTROS;riesgo;¿Hay niños u otras personas que necesiten protección?;polar3;polaridad;frase;violencia#14;n-s6-agresion_violenci-09;si;Sí;SÍ;polaridad;afirmado;False;;Sí, hay otras personas que necesitan protección.;;False;recorrido|respuesta al funcionario
Q.RIE.PROTECCION_OTROS;riesgo;¿Hay niños u otras personas que necesiten protección?;polar3;polaridad;frase;violencia#14;n-s6-agresion_violenci-09;no;No;NO;polaridad;negado;False;;No hay otras personas en riesgo.;;False;recorrido|respuesta al funcionario
Q.RIE.PROTECCION_OTROS;riesgo;¿Hay niños u otras personas que necesiten protección?;polar3;polaridad;frase;violencia#14;n-s6-agresion_violenci-09;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No lo sé.;;False;recorrido|respuesta al funcionario
Q.RIE.QUIENES;riesgo;¿Quiénes necesitan protección?;seleccion_multiple;persona;frase;violencia#15;;hijo;Mi hijo;HIJO;persona;afirmado;False;;mi hijo;;False;recorrido
Q.RIE.QUIENES;riesgo;¿Quiénes necesitan protección?;seleccion_multiple;persona;frase;violencia#15;;hija;Mi hija;HIJA;persona;afirmado;False;;mi hija;;False;recorrido
Q.RIE.QUIENES;riesgo;¿Quiénes necesitan protección?;seleccion_multiple;persona;frase;violencia#15;;otro;Otra persona (escribir);;;afirmado;False;texto_detalle;«{texto}»;;False;recorrido
Q.ROB.ALGO;robo;¿Le robaron algún objeto?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-01;si;Sí;SÍ;polaridad;afirmado;False;;Sí, me robaron algo.;;False;respuesta al funcionario
Q.ROB.ALGO;robo;¿Le robaron algún objeto?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-01;no;No;NO;polaridad;negado;False;;No me robaron nada.;;False;respuesta al funcionario
Q.ROB.ALGO;robo;¿Le robaron algún objeto?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-01;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si me robaron algo.;;False;respuesta al funcionario
Q.ROB.CONFIRMA_OBJETO;robo;¿Le robaron {mencionado}?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-03;si;Sí;SÍ;polaridad;afirmado;False;;Sí, me robaron {mencionado}.;;False;respuesta al funcionario
Q.ROB.CONFIRMA_OBJETO;robo;¿Le robaron {mencionado}?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-03;no;No;NO;polaridad;negado;False;;No me robaron {mencionado}.;;False;respuesta al funcionario
Q.ROB.CONFIRMA_OBJETO;robo;¿Le robaron {mencionado}?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-03;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si me robaron {mencionado}.;;False;respuesta al funcionario
Q.ROB.CONFIRMA_OBJETO;robo;¿Le robaron {mencionado}?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-03;otra_cosa;Me robaron otra cosa;;;afirmado;False;;"No me robaron {mencionado}; me robaron {Q.ROB.QUE|otra cosa}.";;False;respuesta al funcionario
Q.ROB.FALTA_CARNET;robo;¿Le falta su carnet de identidad?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-04;si;Sí;SÍ;polaridad;afirmado;False;;Sí, me falta mi carnet de identidad.;;False;respuesta al funcionario
Q.ROB.FALTA_CARNET;robo;¿Le falta su carnet de identidad?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-04;no;No;NO;polaridad;negado;False;;No me falta mi carnet.;;False;respuesta al funcionario
Q.ROB.FALTA_CARNET;robo;¿Le falta su carnet de identidad?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-04;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si me falta mi carnet.;;False;respuesta al funcionario
Q.ROB.FALTA_DINERO;robo;¿Le falta dinero?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-05;si;Sí;SÍ;polaridad;afirmado;False;;Sí, me falta dinero.;;False;respuesta al funcionario
Q.ROB.FALTA_DINERO;robo;¿Le falta dinero?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-05;no;No;NO;polaridad;negado;False;;No me falta dinero.;;False;respuesta al funcionario
Q.ROB.FALTA_DINERO;robo;¿Le falta dinero?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-05;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si me falta dinero.;;False;respuesta al funcionario
Q.ROB.LADRON_ESCAPO;robo;¿El ladrón escapó?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-07;si;Sí;SÍ;polaridad;afirmado;False;;Sí, la persona que me robó escapó.;;False;respuesta al funcionario
Q.ROB.LADRON_ESCAPO;robo;¿El ladrón escapó?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-07;no;No;NO;polaridad;negado;False;;No, no escapó.;;False;respuesta al funcionario
Q.ROB.LADRON_ESCAPO;robo;¿El ladrón escapó?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-07;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si escapó.;;False;respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;celular;Celular;CELULAR;medio|objeto;afirmado;False;;el celular;;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;dinero;Dinero;BILLETES;modificador|objeto;afirmado;False;monto;{moneda} {monto};dinero;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;mochila;Mochila;MOCHILA;objeto|prenda;afirmado;False;;la mochila;;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;bolsa;Bolsa;BOLSA;objeto|prenda;afirmado;False;;la bolsa;;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;chamarra;Chamarra;CHAMARRA;objeto|prenda;afirmado;False;;la chamarra;;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;gorra;Gorra;GORRA;objeto|prenda;afirmado;False;;la gorra;;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;lentes;Lentes;LENTES;objeto|prenda;afirmado;False;;los lentes;;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;carnet;Carnet de identidad;PAPEL|IDENTIDAD;documento;afirmado;False;;mi carnet de identidad;;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;papel;Un papel (no sé cómo se llama);PAPEL;documento;afirmado;False;;{Q.DOC.ACLARAR|un papel};;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;otro;Otro objeto (escribir);;;afirmado;False;texto_detalle;«{texto}»;;False;recorrido|respuesta al funcionario
Q.ROB.QUE;robo;¿Qué le robaron?;seleccion_multiple;objeto|documento|prenda;fragmento;denuncia_robo#2;n-s6-robo_hurto_y_obje-02;no_sabe;No sé;NO_SABER;polaridad;desconocido;True;;algo que no sé precisar;;False;recorrido|respuesta al funcionario
Q.ROB.VIO_LADRON;robo;¿Vio al ladrón?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-06;si;Sí;SÍ;polaridad;afirmado;False;;Sí, vi a la persona que me robó.;;False;respuesta al funcionario
Q.ROB.VIO_LADRON;robo;¿Vio al ladrón?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-06;no;No;NO;polaridad;negado;False;;No vi a la persona que me robó.;;False;respuesta al funcionario
Q.ROB.VIO_LADRON;robo;¿Vio al ladrón?;polar3;polaridad;frase;;n-s6-robo_hurto_y_obje-06;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No estoy seguro de haberla visto.;;False;respuesta al funcionario
Q.SAL.ASISTENCIA;salud;¿Necesita asistencia médica?;polar3;polaridad;frase;violencia#11;n-s6-agresion_violenci-03;si;Sí;SÍ;polaridad;afirmado;False;;Sí, necesito atención médica.;;False;recorrido|respuesta al funcionario
Q.SAL.ASISTENCIA;salud;¿Necesita asistencia médica?;polar3;polaridad;frase;violencia#11;n-s6-agresion_violenci-03;no;No;NO;polaridad;negado;False;;No necesito atención médica.;;False;recorrido|respuesta al funcionario
Q.SAL.ASISTENCIA;salud;¿Necesita asistencia médica?;polar3;polaridad;frase;violencia#11;n-s6-agresion_violenci-03;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si necesito atención médica.;;False;recorrido|respuesta al funcionario
Q.SAL.CERTIFICADO;salud;¿Tiene certificado del doctor?;polar3;polaridad;frase;;n-s6-agresion_violenci-05;si;Sí;SÍ;polaridad;afirmado;False;;Sí, tengo certificado del doctor.;;False;respuesta al funcionario
Q.SAL.CERTIFICADO;salud;¿Tiene certificado del doctor?;polar3;polaridad;frase;;n-s6-agresion_violenci-05;no;No;NO;polaridad;negado;False;;No tengo certificado del doctor.;;False;respuesta al funcionario
Q.SAL.CERTIFICADO;salud;¿Tiene certificado del doctor?;polar3;polaridad;frase;;n-s6-agresion_violenci-05;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si tengo el certificado.;;False;respuesta al funcionario
Q.SAL.HERIDO;salud;¿Está herido?;polar3;polaridad;frase;violencia#9;n-s6-agresion_violenci-02;si;Sí;SÍ;polaridad;afirmado;False;;Sí, estoy herido.;;False;recorrido|respuesta al funcionario
Q.SAL.HERIDO;salud;¿Está herido?;polar3;polaridad;frase;violencia#9;n-s6-agresion_violenci-02;no;No;NO;polaridad;negado;False;;No estoy herido.;;False;recorrido|respuesta al funcionario
Q.SAL.HERIDO;salud;¿Está herido?;polar3;polaridad;frase;violencia#9;n-s6-agresion_violenci-02;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No estoy seguro de estar herido.;;False;recorrido|respuesta al funcionario
Q.SAL.HOSPITAL;salud;¿Fue al hospital?;polar3;polaridad;frase;;n-s6-agresion_violenci-04;si;Sí;SÍ;polaridad;afirmado;False;;Sí, fui al hospital.;;False;respuesta al funcionario
Q.SAL.HOSPITAL;salud;¿Fue al hospital?;polar3;polaridad;frase;;n-s6-agresion_violenci-04;no;No;NO;polaridad;negado;False;;No fui al hospital.;;False;respuesta al funcionario
Q.SAL.HOSPITAL;salud;¿Fue al hospital?;polar3;polaridad;frase;;n-s6-agresion_violenci-04;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No lo recuerdo.;;False;respuesta al funcionario
Q.SAL.PARTE;salud;¿Dónde tiene la herida?;seleccion_unica;parte_cuerpo;frase;violencia#10;;brazo;En el brazo;BRAZO;parte_cuerpo;afirmado;False;;Tengo una herida en el brazo.;;False;recorrido
Q.SAL.PARTE;salud;¿Dónde tiene la herida?;seleccion_unica;parte_cuerpo;frase;violencia#10;;otro;Otra parte (escribir);;;afirmado;False;texto_detalle;Tengo una herida en {texto}.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;policia;Policía;POLICÍA;institucion|persona;afirmado;False;;Mi trámite es con la Policía.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;felcc;FELCC;FELCC;institucion;afirmado;False;;Mi trámite es con la FELCC.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;felcv;FELCV;FELCV;institucion;afirmado;False;;Mi trámite es con la FELCV.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;fiscalia;Fiscalía;FISCALIA;institucion;afirmado;False;;Mi trámite es con la Fiscalía.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;juzgado;Juzgado;JUZGADO;institucion;afirmado;False;;Mi trámite es con el juzgado.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;organo;Órgano Judicial;ÓRGANO_JUDICIAL;institucion;afirmado;False;;Mi trámite es con el Órgano Judicial.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;sepdavi;SEPDAVI;SEPDAVI;institucion;afirmado;False;;Mi trámite es con SEPDAVI.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;sepdep;SEPDEP;SEPDEP;institucion;afirmado;False;;Mi trámite es con SEPDEP.;;False;recorrido
Q.SEG.AUTORIDAD;consulta;¿Con qué institución es su trámite?;seleccion_unica;institucion;frase;seguimiento#6;;no_sabe;No sé;NO_SABER;polaridad;desconocido;True;;No sé con qué institución es mi trámite.;;False;recorrido
Q.SEG.CITACION;seguimiento;¿Recibió un papel de convocatoria?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-08;si;Sí;SÍ;polaridad;afirmado;False;;Sí, recibí una citación.;;False;respuesta al funcionario
Q.SEG.CITACION;seguimiento;¿Recibió un papel de convocatoria?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-08;no;No;NO;polaridad;negado;False;;No recibí ninguna citación.;;False;respuesta al funcionario
Q.SEG.CITACION;seguimiento;¿Recibió un papel de convocatoria?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-08;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si es una citación.;;False;respuesta al funcionario
Q.SEG.CONFORMIDAD;seguimiento;¿Está de acuerdo con lo escrito?;alternativa;polaridad|consulta;frase;;n-s6-interaccion_con_fi-08;si;Sí, estoy de acuerdo;ESTAR_DE_ACUERDO;polaridad;afirmado;False;;Sí, estoy de acuerdo con lo escrito.;;False;respuesta al funcionario
Q.SEG.CONFORMIDAD;seguimiento;¿Está de acuerdo con lo escrito?;alternativa;polaridad|consulta;frase;;n-s6-interaccion_con_fi-08;no;No estoy de acuerdo;NO|ESTAR_DE_ACUERDO;polaridad;afirmado;False;;No estoy de acuerdo con lo escrito.;;False;respuesta al funcionario
Q.SEG.CONFORMIDAD;seguimiento;¿Está de acuerdo con lo escrito?;alternativa;polaridad|consulta;frase;;n-s6-interaccion_con_fi-08;leer;Quiero leerlo otra vez;LEER;consulta;afirmado;False;;Quiero leerlo otra vez.;;False;respuesta al funcionario
Q.SEG.CONFORMIDAD;seguimiento;¿Está de acuerdo con lo escrito?;alternativa;polaridad|consulta;frase;;n-s6-interaccion_con_fi-08;no_entiendo;No lo entiendo;NO|COMPRENDER;polaridad;afirmado;False;;No entiendo lo escrito.;;False;respuesta al funcionario
Q.SEG.DEFENSA_PUBLICA;seguimiento;¿Necesita defensa pública gratuita?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-06;si;Sí;SÍ;polaridad;afirmado;False;;Sí, necesito defensa pública gratuita.;;False;respuesta al funcionario
Q.SEG.DEFENSA_PUBLICA;seguimiento;¿Necesita defensa pública gratuita?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-06;no;No;NO;polaridad;negado;False;;No la necesito.;;False;respuesta al funcionario
Q.SEG.DEFENSA_PUBLICA;seguimiento;¿Necesita defensa pública gratuita?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-06;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No lo sé.;;False;respuesta al funcionario
Q.SEG.DERIVACION_FISCALIA;seguimiento;¿Le indicaron ir a la Fiscalía?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-02;si;Sí;SÍ;polaridad;afirmado;False;;Sí, me indicaron que debo ir a la Fiscalía.;;False;respuesta al funcionario
Q.SEG.DERIVACION_FISCALIA;seguimiento;¿Le indicaron ir a la Fiscalía?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-02;no;No;NO;polaridad;negado;False;;No me indicaron eso.;;False;respuesta al funcionario
Q.SEG.DERIVACION_FISCALIA;seguimiento;¿Le indicaron ir a la Fiscalía?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-02;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No estoy seguro.;;False;respuesta al funcionario
Q.SEG.DONDE_FISCALIA;seguimiento;¿Necesita saber dónde está la Fiscalía?;polar2;polaridad;frase;;n-s6-seguimiento_prelim-07;si;Sí;SÍ;polaridad;afirmado;False;;Sí, necesito saber dónde está la Fiscalía.;;False;respuesta al funcionario
Q.SEG.DONDE_FISCALIA;seguimiento;¿Necesita saber dónde está la Fiscalía?;polar2;polaridad;frase;;n-s6-seguimiento_prelim-07;no;No;NO;polaridad;negado;False;;No, ya sé dónde está.;;False;respuesta al funcionario
Q.SEG.ESTADO_CASO;seguimiento;¿Vino a consultar el estado de su caso?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-01;si;Sí;SÍ;polaridad;afirmado;False;;Sí, vine a consultar el estado de mi caso.;;False;respuesta al funcionario
Q.SEG.ESTADO_CASO;seguimiento;¿Vino a consultar el estado de su caso?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-01;no;No;NO;polaridad;negado;False;;No, vine por otra cosa.;;False;respuesta al funcionario
Q.SEG.ESTADO_CASO;seguimiento;¿Vino a consultar el estado de su caso?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-01;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No estoy seguro.;;False;respuesta al funcionario
Q.SEG.FECHA_DENUNCIA;seguimiento;¿Cuándo presentó la denuncia?;tiempo;tiempo;frase;;n-s6-seguimiento_prelim-03;hace_d;Hace … días;DÍA;tiempo;afirmado;False;entero;La presenté hace {n} días.;;False;respuesta al funcionario
Q.SEG.FECHA_DENUNCIA;seguimiento;¿Cuándo presentó la denuncia?;tiempo;tiempo;frase;;n-s6-seguimiento_prelim-03;hace_s;Hace … semanas;SEMANA;tiempo;afirmado;False;entero;La presenté hace {n} semanas.;;False;respuesta al funcionario
Q.SEG.FECHA_DENUNCIA;seguimiento;¿Cuándo presentó la denuncia?;tiempo;tiempo;frase;;n-s6-seguimiento_prelim-03;hace_m;Hace … meses;MES;tiempo;afirmado;False;entero;La presenté hace {n} meses.;;False;respuesta al funcionario
Q.SEG.FECHA_DENUNCIA;seguimiento;¿Cuándo presentó la denuncia?;tiempo;tiempo;frase;;n-s6-seguimiento_prelim-03;ayer;Ayer;AYER;tiempo;afirmado;False;;La presenté ayer.;;False;respuesta al funcionario
Q.SEG.FECHA_DENUNCIA;seguimiento;¿Cuándo presentó la denuncia?;tiempo;tiempo;frase;;n-s6-seguimiento_prelim-03;no_recuerda;No recuerdo;RECORDAR|NO;hecho|polaridad;desconocido;True;;No recuerdo cuándo la presenté.;;False;respuesta al funcionario
Q.SEG.FECHA_PROGRAMADA;consulta;¿Para cuándo le dieron fecha?;tiempo;tiempo;frase;seguimiento#4;;hoy;Hoy;HOY;tiempo;afirmado;False;;Me dieron fecha para hoy.;;False;recorrido
Q.SEG.FECHA_PROGRAMADA;consulta;¿Para cuándo le dieron fecha?;tiempo;tiempo;frase;seguimiento#4;;manana;Mañana;MAÑANA;tiempo;afirmado;False;;Me dieron fecha para mañana.;;False;recorrido
Q.SEG.FECHA_PROGRAMADA;consulta;¿Para cuándo le dieron fecha?;tiempo;tiempo;frase;seguimiento#4;;proxima_semana;La próxima semana;PRÓXIMO|SEMANA;modificador|tiempo;afirmado;False;;Me dieron fecha para la próxima semana.;;False;recorrido
Q.SEG.FECHA_PROGRAMADA;consulta;¿Para cuándo le dieron fecha?;tiempo;tiempo;frase;seguimiento#4;;fecha;Escribir la fecha;FECHA;tiempo;afirmado;False;texto_detalle;Me dieron fecha para el {texto}.;;False;recorrido
Q.SEG.FECHA_PROGRAMADA;consulta;¿Para cuándo le dieron fecha?;tiempo;tiempo;frase;seguimiento#4;;no_sabe;No sé;NO_SABER;polaridad;desconocido;True;;No sé para cuándo es.;;False;recorrido
Q.SEG.HABLAR_ABOGADO;seguimiento;¿Necesita hablar con un abogado?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-05;si;Sí;SÍ;polaridad;afirmado;False;;Sí, necesito hablar con un abogado.;;False;respuesta al funcionario
Q.SEG.HABLAR_ABOGADO;seguimiento;¿Necesita hablar con un abogado?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-05;no;No;NO;polaridad;negado;False;;No necesito hablar con un abogado.;;False;respuesta al funcionario
Q.SEG.HABLAR_ABOGADO;seguimiento;¿Necesita hablar con un abogado?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-05;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No lo sé.;;False;respuesta al funcionario
Q.SEG.HABLAR_FISCAL;seguimiento;¿Necesita hablar con el fiscal?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-01;si;Sí;SÍ;polaridad;afirmado;False;;Sí, necesito hablar con el fiscal.;;False;respuesta al funcionario
Q.SEG.HABLAR_FISCAL;seguimiento;¿Necesita hablar con el fiscal?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-01;no;No;NO;polaridad;negado;False;;No necesito hablar con el fiscal.;;False;respuesta al funcionario
Q.SEG.HABLAR_FISCAL;seguimiento;¿Necesita hablar con el fiscal?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-01;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No lo sé.;;False;respuesta al funcionario
Q.SEG.HABLAR_POLICIA;seguimiento;¿Quiere hablar con el policía encargado?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-04;si;Sí;SÍ;polaridad;afirmado;False;;Sí, quiero hablar con el policía encargado.;;False;respuesta al funcionario
Q.SEG.HABLAR_POLICIA;seguimiento;¿Quiere hablar con el policía encargado?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-04;no;No;NO;polaridad;negado;False;;No hace falta.;;False;respuesta al funcionario
Q.SEG.HABLAR_POLICIA;seguimiento;¿Quiere hablar con el policía encargado?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-04;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No lo sé.;;False;respuesta al funcionario
Q.SEG.INTERPRETE_REUNION;seguimiento;¿Necesita intérprete para esa reunión?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-06;si;Sí;SÍ;polaridad;afirmado;False;;Sí, necesito intérprete para esa reunión.;;False;respuesta al funcionario
Q.SEG.INTERPRETE_REUNION;seguimiento;¿Necesita intérprete para esa reunión?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-06;no;No;NO;polaridad;negado;False;;No necesito intérprete para esa reunión.;;False;respuesta al funcionario
Q.SEG.INTERPRETE_REUNION;seguimiento;¿Necesita intérprete para esa reunión?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-06;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No lo sé.;;False;respuesta al funcionario
Q.SEG.JUEZ;seguimiento;¿Debe presentarse ante un juez?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-04;si;Sí;SÍ;polaridad;afirmado;False;;Sí, tengo que presentarme ante un juez.;;False;respuesta al funcionario
Q.SEG.JUEZ;seguimiento;¿Debe presentarse ante un juez?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-04;no;No;NO;polaridad;negado;False;;No tengo que presentarme ante un juez.;;False;respuesta al funcionario
Q.SEG.JUEZ;seguimiento;¿Debe presentarse ante un juez?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-04;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si tengo que presentarme.;;False;respuesta al funcionario
Q.SEG.LEER_ANTES_FIRMAR;seguimiento;¿Quiere leer el papel antes de escribir su nombre?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-07;si;Sí;SÍ;polaridad;afirmado;False;;Sí, quiero leer el papel antes de escribir mi nombre.;;False;respuesta al funcionario
Q.SEG.LEER_ANTES_FIRMAR;seguimiento;¿Quiere leer el papel antes de escribir su nombre?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-07;no;No;NO;polaridad;negado;False;;No hace falta.;;False;respuesta al funcionario
Q.SEG.LEER_ANTES_FIRMAR;seguimiento;¿Quiere leer el papel antes de escribir su nombre?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-07;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No lo sé.;;False;respuesta al funcionario
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;estado;El estado de mi caso;INVESTIGACIÓN|SABER|QUERER;consulta;afirmado;False;;Quiero saber cómo va la investigación de mi caso.;;False;recorrido
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;continua;Si la investigación continúa;INVESTIGACIÓN|CONTINUAR|SABER;consulta;afirmado;False;;Quiero saber si la investigación continúa.;;False;recorrido
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;volver;Cuándo debo volver;CUÁNDO|VOLVER;interrogativa;afirmado;False;;Quiero saber cuándo debo volver.;;False;recorrido
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;esperar;Cuánto debo esperar;ESPERAR|CUÁNTOS;consulta;afirmado;False;;Quiero saber cuánto tiempo debo esperar.;;False;recorrido
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;citacion;Una citación que recibí;PAPEL|CONVOCAR|RECIBIR;documento;afirmado;False;;Recibí una citación y quiero consultar sobre ella.;;False;recorrido
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;resolucion;Una resolución que recibí;RESOLUCIÓN|RECIBIR;documento;afirmado;False;;Recibí una resolución y quiero consultar sobre ella.;;False;recorrido
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;fotocopia;Pedir una fotocopia;FOTOCOPIA|PEDIR;documento;afirmado;False;;Quiero pedir una fotocopia.;;False;recorrido
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;hablar;Hablar con alguien;HABLAR;consulta;afirmado;False;;;;False;recorrido
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;donde;Dónde queda una oficina;DÓNDE;interrogativa;afirmado;False;;;;False;recorrido
