id;glosa;claseLexica;significadoDocumentado;idCorpus;referenciaCorpus;estadoValidacion;rolEnsamblador;funcionSemantica;necesidades;fuenteNecesidad;soloTransversal;camposRespuesta;actosComunicativos;nodosQueLaUsan;representacion;avatar;restriccion;motivoSinUso
g270;MARTES;sena_lexica;Martes;M1-T17-02;M1 · Días de la semana · p.127;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g271;MARZO;sena_lexica;Marzo;M1-T16-03;M1 · Calendario · p.121;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g272;MEDICINA;sena_lexica;Medicina;M2-T13-02;M2 · Salud sexual y reproductiva · p.91;trazada en corpus §12;objeto;objeto;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g273;MENTIRA;sena_lexica;Mentira;M2-T01-26;M2 · Opuestos · p.33;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g274;MOMENTO;sena_lexica;Momento;M3-T17-17;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g275;NO_ESTAR_DE_ACUERDO;sena_lexica;No estar de acuerdo;M3-T02-24;M3 · Política I · p.43;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g276;OCUPADO;sena_lexica;Ocupado;M3-T17-04;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g277;OFICIAL;sena_lexica;Oficial;M4-T10-38;M4 · Política II · p.89;trazada en corpus §12;servicio;interaccion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g278;ORGANIZAR;sena_lexica;Organizar;M4-T11-25;M4 · General II · p.99;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g279;OYENTE;sena_lexica;Oyente;M3-T01-03;M3 · Diálogo · p.37;trazada en corpus §12;personaDesc;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g280;PALABRA;sena_lexica;Palabra;M3-T08-15;M3 · Escuela · p.77;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g281;PANTALÓN;sena_lexica;Pantalón;M2-T06-12;M2 · Prendas de vestir · p.57;trazada en corpus §12;objeto;objeto;denuncias;uso en el grafo;False;person;question;1;sena_documentada;placeholder;;
g282;PAREJA;sena_lexica;Pareja;M4-T06-15;M4 · Personas · p.61;trazada en corpus §12;personaDesc;participante;consultas|denuncias|tramites;uso en el grafo;True;free_text;statement;1;sena_documentada;placeholder;;
g283;PARIENTE;sena_lexica;Pariente;M3-T11-14;M3 · Estado Civil · p.95;trazada en corpus §12;personaDesc;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g284;PASADO_MAÑANA;sena_lexica;Pasado mañana;M1-T15-10;M1 · Tiempo · p.117;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g285;PERMISO;sena_lexica;Permiso;M1-T01-03;M1 · Saludos · p.55;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;baked;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g286;PROHIBIDO;sena_lexica;Prohibido;M3-T14-01;M3 · General I · p.111;trazada en corpus §12;documento;evidencia;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g287;PROVINCIA;sena_lexica;Provincia;M3-T16-08;M3 · Lugares II · p.123;trazada en corpus §12;lugar;lugar;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g288;RAYOS_X;sena_lexica;Rayos X;M4-T03-22;M4 · Salud II · p.45;trazada en corpus §12;objeto;objeto;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g289;RECHAZAR;sena_lexica;Rechazar;M3-T04-08;M3 · Verbos III · p.55;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g290;RESULTADO;sena_lexica;Resultado;M4-T03-17;M4 · Salud II · p.45;trazada en corpus §12;documento;evidencia;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g291;SEGUNDO;sena_lexica;Segundo;M3-T17-01;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g292;SEÑOR;sena_lexica;Señor;M4-T06-10;M4 · Personas · p.61;trazada en corpus §12;personaDesc;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g293;SUYO;sena_lexica;Suyo;M1-T14-10;M1 · Pronombres · p.113;trazada en corpus §12;sujeto;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g294;TAL_VEZ;sena_lexica;Tal vez;M3-T17-12;M3 · Tiempo III · p.129;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g295;TODOS_LOS_DÍAS;sena_lexica;Todos los días;M2-T05-13;M2 · Tiempo II · p.53;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g296;TRISTE;sena_lexica;Triste;M4-T04-11;M4 · Opuestos II · p.51;trazada en corpus §12;emocion;estado;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g297;TRUFI;sena_lexica;Trufi;M1-T10-06;M1 · Medios de transporte · p.93;trazada en corpus §12;objeto;objeto;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g298;ABUSAR;sena_lexica;Abusar;D2024-p3;II Diccionario Bilingüe LSB-Castellano (2024), p.3;trazada en corpus §12;verboAgresion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g299;ARRESTAR;sena_lexica;Arrestar;D2024-48;II Diccionario Bilingüe LSB-Castellano (2024), p.17;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g300;IDENTIFICAR;sena_lexica;Identificar;D2024-p111;II Diccionario Bilingüe LSB-Castellano (2024), p.111;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;uso en el grafo;False;free_text|polarity;question|statement;2;sena_documentada;placeholder;;
g301;INSTITUCIÓN;sena_lexica;Institución;D2024-312;II Diccionario Bilingüe LSB-Castellano (2024), p.116;trazada en corpus §12;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g302;MALTRATAR;sena_lexica;Maltratar;D2024-p135;II Diccionario Bilingüe LSB-Castellano (2024), p.135;trazada en corpus §12;verboAgresion;accion;denuncias;uso en el grafo;False;polarity;question;1;sena_documentada;placeholder;;
g303;ÓRGANO_JUDICIAL;sena_lexica;Órgano Judicial;D2024-p157;II Diccionario Bilingüe LSB-Castellano (2024), p.157;trazada en corpus §12;institucion;institucion;consultas|tramites;uso en el grafo;False;place|polarity;question;2;sena_documentada;placeholder;;
g304;A;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g305;B;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g306;C;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g307;D;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g308;E;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g309;F;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g310;G;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g311;H;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g312;I;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g313;J;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g314;K;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g315;L;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g316;M;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g317;N;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g318;Ñ;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g319;O;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g320;P;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g321;Q;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g322;R;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g323;S;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g324;T;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g325;U;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g326;V;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g327;W;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g328;X;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g329;Y;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g330;Z;letra_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;letra_dactilologica;baked;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g331;0;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g332;1;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g333;2;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g334;3;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g335;4;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g336;5;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g337;6;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g338;7;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g339;8;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g340;9;digito;;;;mecanismo de interfaz, sin entrada léxica;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;digito;placeholder;;Mecanismo de deletreo o numeración: se usa dentro de una respuesta tipada, no como tarjeta de un nodo.
g341;SEPDAVI;institucion_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;dactilologia;spelled;;Nombre institucional por dactilología: se ofrece en el campo institución, no en los nodos del banco 6/7/8.
g342;SEPDEP;institucion_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;dactilologia;spelled;;Nombre institucional por dactilología: se ofrece en el campo institución, no en los nodos del banco 6/7/8.
g343;FELCC;institucion_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;dactilologia;spelled;;Nombre institucional por dactilología: se ofrece en el campo institución, no en los nodos del banco 6/7/8.
g344;FELCV;institucion_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;dactilologia;spelled;;Nombre institucional por dactilología: se ofrece en el campo institución, no en los nodos del banco 6/7/8.
g345;FISCALIA;institucion_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;dactilologia;spelled;;Nombre institucional por dactilología: se ofrece en el campo institución, no en los nodos del banco 6/7/8.
g346;JUZGADO;institucion_dactilologica;;;;mecanismo de interfaz, sin entrada léxica;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;dactilologia;spelled;;Nombre institucional por dactilología: se ofrece en el campo institución, no en los nodos del banco 6/7/8.
